Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components,PFam Description,PFam ID
CNAG_00876,330,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,750,128..1,752,549(-)",ferric-chelate reductase,protein coding gene,CNAG_00876,IPR013112;IPR013121;IPR013130;IPR017938;IPR039261,"FAD-binding 8;Ferric reductase, NAD binding domain;Ferric reductase transmembrane component-like domain;Riboflavin synthase-like beta-barrel;Ferredoxin-NADP reductase (FNR), nucleotide-binding domain",588,1767,ferric-chelate reductase,N/A,N/A,N/A,ion transport;obsolete oxidation-reduction process,oxidoreductase activity,integral component of membrane,"Ferric reductase transmembrane component-like domain;FAD-binding 8;Ferric reductase, NAD binding domain",PF01794;PF08022;PF08030
CNAG_01992,331,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,474,896..1,478,891(-)",hypothetical protein,protein coding gene,CNAG_01992,N/A,N/A,871,2616,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02169,332,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,013,168..1,015,208(+)",hypothetical protein,protein coding gene,CNAG_02169,N/A,N/A,445,1338,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00247,333,Cryptococcus neoformans var. grubii H99,"CP003820.1:648,982..652,715(+)",alpha-aminoadipic semialdehyde synthase,protein coding gene,CNAG_00247,IPR005097;IPR007698;IPR007886;IPR032095;IPR036291,"Saccharopine dehydrogenase, NADP binding domain;Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain;Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal;Saccharopine dehydrogenase, C-terminal;NAD(P)-binding domain superfamily",944,2835,alpha-aminoadipic semialdehyde synthase,N/A,N/A,N/A,L-lysine catabolic process to acetyl-CoA via saccharopine;obsolete oxidation-reduction process,"oxidoreductase activity;saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity;saccharopine dehydrogenase (NADP+, L-lysine-forming) activity",N/A,"Saccharopine dehydrogenase, NADP binding domain;Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal;Saccharopine dehydrogenase, C-terminal",PF03435;PF05222;PF16653
CNAG_06515,334,Cryptococcus neoformans var. grubii H99,"CP003832.1:721,378..722,921(-)",hypothetical protein,protein coding gene,CNAG_06515,IPR005501;IPR011330,"LamB/YcsF/PxpA-like;Glycoside hydrolase/deacetylase, beta/alpha-barrel",256,771,hypothetical protein,N/A,N/A,N/A,carbohydrate metabolic process,catalytic activity,N/A,LamB/YcsF/PxpA-like,PF03746
CNAG_03051,335,Cryptococcus neoformans var. grubii H99,"CP003822.1:113,972..116,879(-)",polyamine transporter,protein coding gene,CNAG_03051,IPR005829;IPR011701;IPR036259,"Sugar transporter, conserved site;Major facilitator superfamily;MFS transporter superfamily",525,1578,polyamine transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane,Major facilitator superfamily,PF07690
CNAG_00559,336,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,444,436..1,445,906(+)","bZip transcription factor, putative",protein coding gene,CNAG_00559,IPR004827,Basic-leucine zipper domain,301,906,"bZip transcription factor, putative",cellular response to hydrogen peroxide;cellular response to salt stress;mating;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;response to dithiothreitol;response to hydrogen peroxide;response to sodium dodecyl sulfate;response to tunicamycin,N/A,N/A,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,N/A,N/A,N/A
CNAG_04594,337,Cryptococcus neoformans var. grubii H99,"CP003829.1:936,830..939,691(-)",hypothetical protein,protein coding gene,CNAG_04594,IPR001138;IPR021858;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Fungal transcription factor;Zn(2)-C6 fungal-type DNA-binding domain superfamily,797,2394,hypothetical protein,response to hydrogen peroxide;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus,Zn(2)-C6 fungal-type DNA-binding domain;Fungal transcription factor,PF00172;PF11951
CNAG_02585,338,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,301,078..1,303,895(+)",hypothetical protein,protein coding gene,CNAG_02585,IPR036465,von Willebrand factor A-like domain superfamily,481,1446,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02685,339,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,018,998..1,021,264(-)",hypothetical protein,protein coding gene,CNAG_02685,IPR000782;IPR036378,FAS1 domain;FAS1 domain superfamily,502,1509,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,FAS1 domain,PF02469
CNAG_01862,340,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,115,829..1,118,936(-)",hexose transporter,protein coding gene,CNAG_01862,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",519,1560,hexose transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane,"Major facilitator,  sugar transporter-like",PF00083
CNAG_03019,341,Cryptococcus neoformans var. grubii H99,"CP003822.1:190,728..194,452(+)",long-chain acyl-CoA synthetase,protein coding gene,CNAG_03019,IPR000873;IPR020845,"AMP-dependent synthetase/ligase;AMP-binding, conserved site",727,2184,long-chain acyl-CoA synthetase,cellular response to heat;cellular response to salt stress,N/A,N/A,N/A,catalytic activity,N/A,AMP-dependent synthetase/ligase,PF00501
CNAG_07542,342,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,154,016..1,156,655(+)",hypothetical protein,protein coding gene,CNAG_07542,N/A,N/A,448,1347,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05302,343,Cryptococcus neoformans var. grubii H99,"CP003823.1:985,672..988,931(+)",Amine oxidase,protein coding gene,CNAG_05302,IPR036188,FAD/NAD(P)-binding domain superfamily,512,1539,Amine oxidase,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PF13450
CNAG_04083,344,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,578,049..1,582,156(-)","dolichol kinase, dolichol kinase, variant",protein coding gene,CNAG_04083,IPR026566;IPR032974,Dolichol kinase;Polyprenol kinase family,1011,3036,"dolichol kinase, variant",N/A,N/A,N/A,dolichyl monophosphate biosynthetic process,dolichol kinase activity,endoplasmic reticulum;integral component of membrane,N/A,N/A
CNAG_07335,345,Cryptococcus neoformans var. grubii H99,"CP003820.1:582,881..584,887(+)",cystinosin,protein coding gene,CNAG_07335,IPR005282;IPR006603,Lysosomal cystine transporter;PQ-loop repeat,293,882,cystinosin,N/A,N/A,N/A,N/A,N/A,integral component of membrane,PQ-loop repeat,PF04193
CNAG_06081,346,Cryptococcus neoformans var. grubii H99,"CP003831.1:250,203..254,101(+)",Glucose oxidase,protein coding gene,CNAG_06081,IPR000172;IPR007867;IPR012132;IPR036188,"Glucose-methanol-choline oxidoreductase, N-terminal;Glucose-methanol-choline oxidoreductase, C-terminal;Glucose-methanol-choline oxidoreductase;FAD/NAD(P)-binding domain superfamily",867,2604,Glucose oxidase,N/A,N/A,N/A,obsolete oxidation-reduction process,"flavin adenine dinucleotide binding;oxidoreductase activity, acting on CH-OH group of donors",integral component of membrane,"Glucose-methanol-choline oxidoreductase, N-terminal;Glucose-methanol-choline oxidoreductase, C-terminal",PF00732;PF05199
CNAG_02722,347,Cryptococcus neoformans var. grubii H99,"CP003822.1:906,846..910,161(+)",aldose reductase,protein coding gene,CNAG_02722,IPR020471;IPR023210;IPR036812,Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily,313,942,aldose reductase,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A,NADP-dependent oxidoreductase domain,PF00248
CNAG_02118,348,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,144,754..1,146,845(+)",hypothetical protein,protein coding gene,CNAG_02118,N/A,N/A,395,1188,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00521,349,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,330,446..1,332,885(-)",hypothetical protein,protein coding gene,CNAG_00521,IPR036259,MFS transporter superfamily,624,1875,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_04751,350,Cryptococcus neoformans var. grubii H99,"CP003829.1:504,324..505,818(-)",hypothetical protein,protein coding gene,CNAG_04751,IPR011992,EF-hand domain pair,398,1197,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03564,351,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,286,573..1,288,357(+)",hypothetical protein,protein coding gene,CNAG_03564,IPR013094;IPR029058,Alpha/beta hydrolase fold-3;Alpha/Beta hydrolase fold,358,1077,hypothetical protein,N/A,N/A,N/A,N/A,hydrolase activity,N/A,Alpha/beta hydrolase fold-3,PF07859
CNAG_01493,352,Cryptococcus neoformans var. grubii H99,"CP003830.1:102,688..103,768(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01493,N/A,N/A,112,339,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05313,353,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,021,917..1,027,860(+)","hypothetical protein, variant 1, hypothetical protein, variant 2, hypothetical protein, variant 3, hypothetical protein, variant 4, hypothetical protein",protein coding gene,CNAG_05313,N/A,N/A,1314,3945,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02958,354,Cryptococcus neoformans var. grubii H99,"CP003822.1:340,548..343,687(+)",ferroxidase,protein coding gene,CNAG_02958,IPR001117;IPR002355;IPR008972;IPR011706;IPR011707;IPR033138,"Multicopper oxidase, type 1;Multicopper oxidase, copper-binding site;Cupredoxin;Multicopper oxidase, type 2;Multicopper oxidase, type 3;Multicopper oxidases, conserved site",639,1920,ferroxidase,N/A,N/A,N/A,obsolete oxidation-reduction process,copper ion binding;oxidoreductase activity,extracellular region,"Multicopper oxidase, type 1;Multicopper oxidase, type 2;Multicopper oxidase, type 3",PF00394;PF07731;PF07732
CNAG_05639,355,Cryptococcus neoformans var. grubii H99,"CP003833.2:845,383..849,941(+)",hypothetical protein,protein coding gene,CNAG_05639,IPR000340;IPR016130;IPR020422;IPR029021,"Dual specificity phosphatase, catalytic domain;Protein-tyrosine phosphatase, active site;Dual specificity protein phosphatase domain;Protein-tyrosine phosphatase-like",1114,3345,hypothetical protein,N/A,N/A,N/A,dephosphorylation;protein dephosphorylation,phosphatase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity,N/A,"Dual specificity phosphatase, catalytic domain",PF00782
CNAG_03161,356,Cryptococcus neoformans var. grubii H99,"CP003827.1:219,695..222,294(+)",hypothetical protein,protein coding gene,CNAG_03161,N/A,N/A,555,1668,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05479,357,Cryptococcus neoformans var. grubii H99,"CP003833.2:420,041..424,511(+)","Fungal specific transcription factor, putative",protein coding gene,CNAG_05479,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",953,2862,"Fungal specific transcription factor, putative",filamentous growth,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi",PF00172;PF04082
CNAG_04200,358,Cryptococcus neoformans var. grubii H99,"CP003828.1:272,929..278,180(-)",C2 domain-containing protein,protein coding gene,CNAG_04200,IPR000008;IPR037765;IPR037767,"C2 domain;Tricalbin, C2B domain;Mug190-like, C2A domain",1360,4083,C2 domain-containing protein,N/A,N/A,N/A,endoplasmic reticulum-plasma membrane tethering,N/A,integral component of membrane,C2 domain,PF00168
CNAG_03824,359,Cryptococcus neoformans var. grubii H99,"CP003821.1:934,943..936,686(-)","solute carrier family 25 (mitochondrial phosphate transporter), member 3",protein coding gene,CNAG_03824,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,325,978,"solute carrier family 25 (mitochondrial phosphate transporter), member 3",N/A,N/A,N/A,N/A,N/A,integral component of membrane,Mitochondrial substrate/solute carrier,PF00153
CNAG_02727,360,Cryptococcus neoformans var. grubii H99,"CP003822.1:894,181..896,086(+)","similar to Avo2, Tor2 kinase component",protein coding gene,CNAG_02727,IPR002110;IPR020683;IPR036770,Ankyrin repeat;Ankyrin repeat-containing domain;Ankyrin repeat-containing domain superfamily,445,1338,"similar to Avo2, Tor2 kinase component",N/A,N/A,N/A,N/A,protein binding,N/A,Ankyrin repeat-containing domain,PF12796
CNAG_06962,361,Cryptococcus neoformans var. grubii H99,"CP003822.1:33,176..35,582(-)","DNA ligase D, 3'-phosphoesterase domain- containing protein",protein coding gene,CNAG_06962,IPR014144,"DNA ligase D, 3'-phosphoesterase domain",326,981,"DNA ligase D, 3'-phosphoesterase domain- containing protein",N/A,N/A,N/A,N/A,ligase activity,N/A,"DNA ligase D, 3'-phosphoesterase domain",PF13298
CNAG_02655,362,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,109,821..1,111,300(-)",hypothetical protein,protein coding gene,CNAG_02655,IPR011045;IPR019405,"Nitrous oxide reductase, N-terminal;Lactonase, 7-bladed beta propeller",375,1128,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A,"Lactonase, 7-bladed beta propeller",PF10282
CNAG_06241,363,Cryptococcus neoformans var. grubii H99,"CP003831.1:710,638..713,483(-)",acidic laccase,protein coding gene,CNAG_06241,IPR001117;IPR002355;IPR008972;IPR011706;IPR011707;IPR033138,"Multicopper oxidase, type 1;Multicopper oxidase, copper-binding site;Cupredoxin;Multicopper oxidase, type 2;Multicopper oxidase, type 3;Multicopper oxidases, conserved site",640,1923,acidic laccase,fungal-type cell wall organization;response to antibiotic;response to cadmium ion;response to copper ion;response to diamide;response to dithiothreitol;response to drug;response to hydrogen peroxide;response to hydroxyurea;response to iron ion;response to oxidative stress;response to potassium ion;r,N/A,N/A,obsolete oxidation-reduction process,copper ion binding;oxidoreductase activity,extracellular region;integral component of membrane,"Multicopper oxidase, type 1;Multicopper oxidase, type 2;Multicopper oxidase, type 3",PF00394;PF07731;PF07732
CNAG_00107,364,Cryptococcus neoformans var. grubii H99,"CP003820.1:297,372..299,433(+)",hypothetical protein,protein coding gene,CNAG_00107,IPR006769;IPR039055,"Calcium uniporter protein, C-terminal;MCU family",556,1671,hypothetical protein,N/A,N/A,N/A,ion transport;mitochondrial calcium ion homeostasis,N/A,integral component of membrane;mitochondrial inner membrane,"Calcium uniporter protein, C-terminal",PF04678
CNAG_06932,365,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,556,463..1,558,877(+)",Sugar transporter,protein coding gene,CNAG_06932,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",536,1611,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane,"Major facilitator,  sugar transporter-like",PF00083
CNAG_02943,366,Cryptococcus neoformans var. grubii H99,"CP003822.1:380,615..383,425(-)","cytoplasmic protein, variant, cytoplasmic protein",protein coding gene,CNAG_02943,IPR001849;IPR027267;IPR043453,"Pleckstrin homology domain;AH/BAR domain superfamily;Slm1, PH domain",629,1890,"cytoplasmic protein, variant",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02587,367,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,294,276..1,297,684(-)",alfa-L-rhamnosidase,protein coding gene,CNAG_02587,IPR008902;IPR008928;IPR013737;IPR035396;IPR035398,"Alpha-L-rhamnosidase, concanavalin-like domain;Six-hairpin glycosidase superfamily;Bacterial alpha-L-rhamnosidase N-terminal;Alpha-L-rhamnosidase, six-hairpin glycosidase domain;Alpha-L-rhamnosidase C-terminal domain",882,2649,alfa-L-rhamnosidase,N/A,N/A,N/A,N/A,alpha-L-rhamnosidase activity;catalytic activity,N/A,"Alpha-L-rhamnosidase, concanavalin-like domain;Bacterial alpha-L-rhamnosidase N-terminal;Alpha-L-rhamnosidase, six-hairpin glycosidase domain;Alpha-L-rhamnosidase C-terminal domain",PF05592;PF08531;PF17389;PF17390
CNAG_04324,368,Cryptococcus neoformans var. grubii H99,"CP003828.1:567,193..570,341(+)",hypothetical protein,protein coding gene,CNAG_04324,IPR024671;IPR036259,Autophagy-related protein 22-like;MFS transporter superfamily,572,1719,hypothetical protein,N/A,N/A,N/A,amino acid transport;autophagy,N/A,integral component of membrane;vacuolar membrane,Autophagy-related protein 22-like,PF11700
CNAG_01926,369,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,282,299..1,285,548(-)",peroxisome targeting signal receptor,protein coding gene,CNAG_01926,IPR011990;IPR019734,Tetratricopeptide-like helical domain superfamily;Tetratricopeptide repeat,700,2103,peroxisome targeting signal receptor,N/A,N/A,N/A,N/A,protein binding,peroxisomal membrane,N/A,PF13432
CNAG_04070,370,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,545,270..1,549,227(-)",exonuclease,protein coding gene,CNAG_04070,IPR000504;IPR018850;IPR027417;IPR035979;IPR039627,"RNA recognition motif domain;Mitochondrial escape protein 2, C-terminal;P-loop containing nucleoside triphosphate hydrolase;RNA-binding domain superfamily;Mitochondrial escape protein 2",1036,3111,exonuclease,N/A,N/A,N/A,mitochondrial genome maintenance,exonuclease activity;nucleic acid binding,integral component of mitochondrial inner membrane,"RNA recognition motif domain;Mitochondrial escape protein 2, C-terminal",PF00076;PF10443
CNAG_03511,371,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,150,917..1,152,215(-)",hypothetical protein,protein coding gene,CNAG_03511,N/A,N/A,174,525,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,N/A,N/A
CNAG_04392,372,Cryptococcus neoformans var. grubii H99,"CP003828.1:741,528..742,975(+)",sterol-binding protein,protein coding gene,CNAG_04392,IPR003033;IPR036527;IPR039543,SCP2 sterol-binding domain;SCP2 sterol-binding domain superfamily;Lipid-binding protein POX18/UbiT/NSL-TP1,164,495,sterol-binding protein,N/A,N/A,N/A,N/A,N/A,N/A,SCP2 sterol-binding domain,PF02036
CNAG_05599,373,Cryptococcus neoformans var. grubii H99,"CP003833.2:740,894..744,131(+)",hypothetical protein,protein coding gene,CNAG_05599,N/A,N/A,337,1014,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04535,374,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,110,435..1,112,313(-)",Tartrate dehydrogenase,protein coding gene,CNAG_04535,IPR011829;IPR019818;IPR024084,"Tartrate dehydrogenase;Isocitrate/isopropylmalate dehydrogenase, conserved site;Isopropylmalate dehydrogenase-like domain",374,1125,Tartrate dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"D-malate dehydrogenase (decarboxylating) activity;NAD binding;magnesium ion binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",N/A,Isopropylmalate dehydrogenase-like domain,PF00180
CNAG_00674,375,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,750,089..1,752,565(-)",hypothetical protein,protein coding gene,CNAG_00674,N/A,N/A,593,1782,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06501,376,Cryptococcus neoformans var. grubii H99,"CP003832.1:684,785..687,449(-)","1,3-beta-glucanosyltransferase",protein coding gene,CNAG_06501,IPR004886;IPR012946;IPR017853,Glucanosyltransferase;X8 domain;Glycoside hydrolase superfamily,565,1698,"1,3-beta-glucanosyltransferase",N/A,N/A,extracellular region,N/A,transferase activity,anchored component of membrane;integral component of membrane;plasma membrane,Glucanosyltransferase;X8 domain,PF03198;PF07983
CNAG_05178,377,Cryptococcus neoformans var. grubii H99,"CP003823.1:643,387..645,287(+)",hypothetical protein,protein coding gene,CNAG_05178,IPR018108;IPR023395,Mitochondrial substrate/solute carrier;Mitochondrial carrier domain superfamily,324,975,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,Mitochondrial substrate/solute carrier,PF00153
CNAG_00546,378,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,396,739..1,402,411(+)",Chitin synthase,protein coding gene,CNAG_00546,IPR001199;IPR004835;IPR014876;IPR029044;IPR036400,"Cytochrome b5-like heme/steroid binding domain;Chitin synthase;DEK, C-terminal;Nucleotide-diphospho-sugar transferases;Cytochrome b5-like heme/steroid binding domain superfamily",1271,3816,Chitin synthase,cellular response to heat,N/A,N/A,N/A,chitin synthase activity;hexosyltransferase activity,integral component of membrane,"Cytochrome b5-like heme/steroid binding domain;DEK, C-terminal",PF00173;PF03142;PF08766
CNAG_05158,379,Cryptococcus neoformans var. grubii H99,"CP003823.1:585,815..588,709(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_05158,N/A,N/A,833,2502,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_08008,380,Cryptococcus neoformans var. grubii H99,"CP003830.1:818,480..825,543(+)",hypothetical protein,protein coding gene,CNAG_08008,IPR001138;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zn(2)-C6 fungal-type DNA-binding domain superfamily,824,2475,hypothetical protein,N/A,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus,N/A,N/A
CNAG_04622,381,Cryptococcus neoformans var. grubii H99,"CP003829.1:852,378..854,913(-)",endoplasmic reticulum protein,protein coding gene,CNAG_04622,IPR022703,Domain of unknown function DUF3533,530,1593,endoplasmic reticulum protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,Domain of unknown function DUF3533,PF12051
CNAG_00726,382,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,889,258..1,891,561(-)",hypothetical protein,protein coding gene,CNAG_00726,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,520,1563,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane,Major facilitator superfamily,PF07690
CNAG_04100,383,Cryptococcus neoformans var. grubii H99,"CP003828.1:1,159..5,043(-)",hypothetical protein,protein coding gene,CNAG_04100,N/A,N/A,1087,3264,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03692,384,Cryptococcus neoformans var. grubii H99,"CP003821.1:546,484..549,062(-)",hypothetical protein,protein coding gene,CNAG_03692,IPR010721,Protein of unknown function DUF1295,430,1293,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane,Protein of unknown function DUF1295,PF06966
CNAG_05042,385,Cryptococcus neoformans var. grubii H99,"CP003823.1:286,150..288,925(-)",carnitine acetyltransferase,protein coding gene,CNAG_05042,IPR000542;IPR039551,Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain,759,2280,carnitine acetyltransferase,N/A,N/A,N/A,N/A,acyltransferase activity,N/A,Choline/carnitine acyltransferase domain,PF00755
CNAG_05244,386,Cryptococcus neoformans var. grubii H99,"CP003823.1:823,198..825,563(-)",hypothetical protein,protein coding gene,CNAG_05244,N/A,N/A,686,2061,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_08009,387,Cryptococcus neoformans var. grubii H99,"CP003830.1:957,116..958,297(+)",hypothetical protein,protein coding gene,CNAG_08009,N/A,N/A,261,786,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02586,388,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,297,827..1,300,448(+)",Sugar transporter,protein coding gene,CNAG_02586,IPR005828;IPR005829;IPR036259,"Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",535,1608,Sugar transporter,N/A,N/A,N/A,carbohydrate transport;transmembrane transport,transmembrane transporter activity,integral component of membrane,"Major facilitator,  sugar transporter-like",PF00083
CNAG_02405,389,Cryptococcus neoformans var. grubii H99,"CP003825.1:406,935..408,932(-)",hypothetical protein,protein coding gene,CNAG_02405,N/A,N/A,441,1326,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05031,390,Cryptococcus neoformans var. grubii H99,"CP003823.1:263,423..265,649(-)",3-oxoacid CoA-transferase,protein coding gene,CNAG_05031,IPR004165;IPR012791;IPR012792;IPR014388;IPR037171,"Coenzyme A transferase family I;3-oxoacid CoA-transferase, subunit B;3-oxoacid CoA-transferase, subunit A;3-oxoacid CoA-transferase;NagB/RpiA transferase-like",561,1686,3-oxoacid CoA-transferase,N/A,N/A,N/A,ketone body catabolic process,3-oxoacid CoA-transferase activity;CoA-transferase activity,mitochondrion,Coenzyme A transferase family I,PF01144
CNAG_07519,391,Cryptococcus neoformans var. grubii H99,"CP003822.1:651,141..654,001(+)",hypothetical protein,protein coding gene,CNAG_07519,IPR001411;IPR011701;IPR036259,Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily,615,1848,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane,Major facilitator superfamily,PF07690
CNAG_03455,392,Cryptococcus neoformans var. grubii H99,"CP003827.1:995,008..997,371(+)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_03455,IPR006683;IPR029069;IPR039298,Thioesterase domain;HotDog domain superfamily;Acyl-coenzyme A thioesterase 13,168,507,hypothetical protein,N/A,N/A,N/A,N/A,acyl-CoA hydrolase activity,N/A,Thioesterase domain,PF03061
CNAG_04688,393,Cryptococcus neoformans var. grubii H99,"CP003829.1:691,246..693,610(-)",acyl-CoA dehydrogenase,protein coding gene,CNAG_04688,IPR006091;IPR009075;IPR009100;IPR013786;IPR036250,"Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;Acyl-CoA dehydrogenase/oxidase, N-terminal;Acyl-CoA dehydrogenase-like, C-terminal",500,1503,acyl-CoA dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"flavin adenine dinucleotide binding;oxidoreductase activity, acting on the CH-CH group of donors",N/A,"Acyl-CoA dehydrogenase/oxidase C-terminal;Acyl-CoA oxidase/dehydrogenase, central domain;Acyl-CoA dehydrogenase/oxidase, N-terminal",PF00441;PF02770;PF02771
CNAG_04343,394,Cryptococcus neoformans var. grubii H99,"CP003828.1:622,189..624,625(-)",nicotinamide mononucleotide permease,protein coding gene,CNAG_04343,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,499,1500,nicotinamide mononucleotide permease,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane,Major facilitator superfamily,PF07690
