gene	geneName	log2FC_30	padj_30	log2FC_37	padj_37	log2FC_EGTA	padj_EGTA	total	Gene ID	Input Order	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	Interpro ID	Interpro Description	Protein Length	CDS Length	Transcript Product Description	Curated GO Processes	Curated GO Functions	Curated GO Components	Computed GO Processes	Computed GO Functions	Computed GO Components	PFam Description	PFam ID	Gene Name or Symbol
CNAG_05005	ATG1	-1.606	3.56e-14	-1.79	1.169e-33	-1.294	5.447e-18	-4.69	CNAG_05005	225	Cryptococcus neoformans var. grubii H99	"CP003823.1:203,297..207,957(-)"	ULK/ULK protein kinase	protein coding gene	CNAG_05005	IPR000719;IPR008271;IPR011009;IPR017441;IPR022708	"Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site;Serine/threonine-protein kinase, C-terminal"	988	2967	ULK/ULK protein kinase	positive regulation of capsule organization	N/A	N/A	autophagy;protein phosphorylation;protein transport	ATP binding;protein kinase activity;protein serine/threonine kinase activity	phagophore assembly site membrane	"Protein kinase domain;Serine/threonine-protein kinase, C-terminal"	PF00069;PF12063	ATG1
CNAG_00863	NA	-1.276	4.46e-4	-1.778	2.383e-12	-1.621	7.483e-13	-4.675	CNAG_00863	226	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,800,597..1,802,827(+)"	Flavin-containing monooxygenase	protein coding gene	CNAG_00863	IPR036188	FAD/NAD(P)-binding domain superfamily	647	1944	Flavin-containing monooxygenase	N/A	N/A	N/A	N/A	monooxygenase activity	N/A	N/A	PF13738	N/A
CNAG_01994	NA	-1.904	6.738e-5	-1.756	2.355e-7	-1.003	0.006372	-4.663	CNAG_01994	227	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,481,897..1,485,765(-)"	hypothetical protein	protein coding gene	CNAG_01994	N/A	N/A	1006	3021	hypothetical protein	N/A	N/A	N/A	N/A	protein binding	N/A	N/A	N/A	N/A
CNAG_06835	KRE61	-1.407	7.269e-4	-1.069	0.008807	-2.179	1.214e-9	-4.655	CNAG_06835	228	Cryptococcus neoformans var. grubii H99	"CP003824.1:119,315..122,600(+)"	glucosidase	protein coding gene	CNAG_06835	IPR005629;IPR013320	"Beta-glucan synthesis-associated, Skn1;Concanavalin A-like lectin/glucanase domain superfamily"	588	1767	glucosidase	cellular response to heat;cellular response to salt stress	N/A	N/A	(1->6)-beta-D-glucan biosynthetic process;carbohydrate metabolic process	"hydrolase activity, hydrolyzing O-glycosyl compounds"	integral component of membrane	"Beta-glucan synthesis-associated, Skn1"	PF03935	KRE61
CNAG_00668	NA	-1.615	1.554e-13	-1.34	2.0649999999999998e-29	-1.699	1.6229999999999999e-47	-4.654	CNAG_00668	229	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,737,225..1,739,867(-)"	hypothetical protein	protein coding gene	CNAG_00668	N/A	N/A	408	1227	hypothetical protein	cellular response to salt stress	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_06018	NA	-1.205	1.283e-5	-1.491	3.535e-12	-1.956	2.197e-21	-4.652	CNAG_06018	230	Cryptococcus neoformans var. grubii H99	"CP003831.1:89,343..92,402(+)"	"aldehyde dehydrogenase (NAD), variant, aldehyde dehydrogenase (NAD)"	protein coding gene	CNAG_06018	IPR012394;IPR015590;IPR016161;IPR029510	"Aldehyde dehydrogenase NAD(P)-dependent;Aldehyde dehydrogenase domain;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site"	534	1605	aldehyde dehydrogenase (NAD)	N/A	N/A	N/A	cellular aldehyde metabolic process;obsolete oxidation-reduction process	"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	integral component of membrane	Aldehyde dehydrogenase domain	PF00171	N/A
CNAG_05632	NA	-1.653	1.384e-10	-1.503	1.811e-14	-1.473	4.901e-18	-4.629	CNAG_05632	231	Cryptococcus neoformans var. grubii H99	"CP003833.2:831,124..832,365(-)"	hypothetical protein	protein coding gene	CNAG_05632	IPR000479	Cation-independent mannose-6-phosphate receptor repeat	270	813	hypothetical protein	cellular response to heat;cellular response to salt stress	N/A	N/A	lysosomal transport	insulin-like growth factor binding;mannose binding;signaling receptor activity	integral component of membrane	Cation-independent mannose-6-phosphate receptor repeat	PF00878	N/A
CNAG_03083	NA	-1.549	1.205e-5	-1.615	2.233e-13	-1.458	7.908e-10	-4.622	CNAG_03083	232	Cryptococcus neoformans var. grubii H99	"CP003822.1:35,817..36,615(+)"	cupin domain-containing protein	protein coding gene	CNAG_03083	IPR006045;IPR011051;IPR013096;IPR014500	"Cupin 1;RmlC-like cupin domain superfamily;Cupin 2, conserved barrel;Uncharacterised conserved protein UCP019307, cupin-type"	188	567	cupin domain-containing protein	N/A	N/A	N/A	N/A	nutrient reservoir activity	N/A	"Cupin 2, conserved barrel"	PF07883	N/A
CNAG_03090	NA	-1.657	1.691e-8	-1.683	2.494e-15	-1.256	4.825e-9	-4.596	CNAG_03090	233	Cryptococcus neoformans var. grubii H99	"CP003827.1:24,472..26,968(-)"	hypothetical protein	protein coding gene	CNAG_03090	IPR011701;IPR036259	Major facilitator superfamily;MFS transporter superfamily	537	1614	hypothetical protein	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_02602	NA	-2.054	7.952e-10	-1.176	2.889e-5	-1.364	1.033e-7	-4.594	CNAG_02602	234	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,255,036..1,257,102(-)"	flavonol synthase	protein coding gene	CNAG_02602	IPR005123;IPR026992	Oxoglutarate/iron-dependent dioxygenase;Non-haem dioxygenase N-terminal domain	401	1206	flavonol synthase	cellular response to heat	N/A	N/A	obsolete oxidation-reduction process	metal ion binding;oxidoreductase activity	N/A	Oxoglutarate/iron-dependent dioxygenase;Non-haem dioxygenase N-terminal domain	PF03171;PF14226	N/A
CNAG_01995	NA	-1.116	0.004666	-1.033	0.01275	-2.444	3.853e-17	-4.593	CNAG_01995	235	Cryptococcus neoformans var. grubii H99	"CP003830.1:1,486,712..1,487,944(+)"	hypothetical protein	protein coding gene	CNAG_01995	N/A	N/A	225	678	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_00035	NA	-1.685	5.881e-5	-1.44	9.613e-7	-1.467	3.554e-7	-4.592	CNAG_00035	236	Cryptococcus neoformans var. grubii H99	"CP003820.1:103,866..108,818(+)"	hypothetical protein	protein coding gene	CNAG_00035	IPR000679	"Zinc finger, GATA-type"	526	1581	hypothetical protein	N/A	N/A	N/A	"regulation of transcription, DNA-templated"	sequence-specific DNA binding;zinc ion binding	N/A	N/A	N/A	N/A
CNAG_04103	NA	-1.286	0.01018	-1.449	2.821e-4	-1.843	6.196e-11	-4.578	CNAG_04103	237	Cryptococcus neoformans var. grubii H99	"CP003828.1:11,360..13,935(-)"	hypothetical protein	protein coding gene	CNAG_04103	IPR011701;IPR036259	Major facilitator superfamily;MFS transporter superfamily	473	1422	hypothetical protein	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_00349	NA	-2.196	8.173e-5	-1.163	0.01556	-1.208	6.265e-5	-4.567	CNAG_00349	238	Cryptococcus neoformans var. grubii H99	"CP003820.1:893,768..895,412(+)"	hypothetical protein	protein coding gene	CNAG_00349	N/A	N/A	358	1077	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06030	NA	-1.496	4.846e-14	-1.635	2.287e-27	-1.435	1.124e-17	-4.566	CNAG_06030	239	Cryptococcus neoformans var. grubii H99	"CP003831.1:118,583..120,710(-)"	hypothetical protein	protein coding gene	CNAG_06030	N/A	N/A	547	1644	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_04606	NA	-1.769	3.55e-9	-1.088	8.028e-11	-1.681	5.149e-17	-4.538	CNAG_04606	240	Cryptococcus neoformans var. grubii H99	"CP003829.1:903,554..905,551(+)"	hypothetical protein	protein coding gene	CNAG_04606	IPR036047	F-box-like domain superfamily	521	1566	hypothetical protein	cellular response to heat	N/A	N/A	N/A	protein binding	N/A	N/A	N/A	N/A
CNAG_05426	NA	-1.017	0.003523	-2.026	1.927e-14	-1.478	6.739e-7	-4.521	CNAG_05426	241	Cryptococcus neoformans var. grubii H99	"CP003833.2:283,086..284,514(+)"	hypothetical protein	protein coding gene	CNAG_05426	N/A	N/A	230	693	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_05479	NA	-1.344	5.648e-7	-1.61	8.05e-11	-1.563	1.376e-14	-4.517	CNAG_05479	242	Cryptococcus neoformans var. grubii H99	"CP003833.2:420,041..424,511(+)"	"Fungal specific transcription factor, putative"	protein coding gene	CNAG_05479	IPR001138;IPR007219;IPR036864	"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily"	953	2862	"Fungal specific transcription factor, putative"	filamentous growth	N/A	N/A	"regulation of transcription, DNA-templated;transcription, DNA-templated"	"DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding"	host cell nucleus;nucleus	"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi"	PF00172;PF04082	N/A
CNAG_00015	NA	-1.417	5.906e-12	-1.241	9.512e-15	-1.848	2.341e-31	-4.506	CNAG_00015	243	Cryptococcus neoformans var. grubii H99	"CP003820.1:50,140..51,491(+)"	hypothetical protein	protein coding gene	CNAG_00015	N/A	N/A	212	639	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_00933	NA	-1.024	1.017e-6	-1.201	5.725e-17	-2.248	1.306e-59	-4.473	CNAG_00933	244	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,597,791..1,598,781(-)"	hypothetical protein	protein coding gene	CNAG_00933	IPR009097;IPR012386	"Cyclic phosphodiesterase;2',3'-cyclic-nucleotide 3'-phosphodiesterase"	240	723	hypothetical protein	N/A	N/A	N/A	N/A	cyclic-nucleotide phosphodiesterase activity	N/A	"2',3'-cyclic-nucleotide 3'-phosphodiesterase"	PF07823	N/A
CNAG_02214	UBC6-2	-1.22	1.03e-8	-1.913	3.3029999999999996e-42	-1.315	4.048e-15	-4.448	CNAG_02214	245	Cryptococcus neoformans var. grubii H99	"CP003825.1:900,520..901,876(+)"	ubiquitin-conjugating enzyme E2 J1	protein coding gene	CNAG_02214	IPR000608;IPR016135;IPR018527	"Ubiquitin-conjugating enzyme E2;Ubiquitin-conjugating enzyme/RWD-like;Rubredoxin, iron-binding site"	294	885	ubiquitin-conjugating enzyme E2 J1	N/A	N/A	N/A	N/A	metal ion binding	N/A	Ubiquitin-conjugating enzyme E2	PF00179	UBC6-2
CNAG_06237	NA	-1.356	1.078e-18	-1.671	6.676e-34	-1.399	2.752e-25	-4.426	CNAG_06237	246	Cryptococcus neoformans var. grubii H99	"CP003831.1:702,803..704,323(+)"	YeeE/YedE family protein	protein coding gene	CNAG_06237	IPR007272	Sulphur transport domain	348	1047	YeeE/YedE family protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane;plasma membrane	Sulphur transport domain	PF04143	N/A
CNAG_05929	NA	-1.463	0.001043	-1.412	2.236e-5	-1.548	2.212e-13	-4.423	CNAG_05929	247	Cryptococcus neoformans var. grubii H99	"CP003826.1:1,236,953..1,241,060(-)"	"MFS transporter, SP family, general alpha glucoside:H symporter"	protein coding gene	CNAG_05929	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	563	1692	"MFS transporter, SP family, general alpha glucoside:H symporter"	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_05544	NA	-1.687	7.621e-13	-1.335	2.126e-13	-1.4	8.526e-13	-4.422	CNAG_05544	248	Cryptococcus neoformans var. grubii H99	"CP003833.2:607,657..608,577(+)"	hypothetical protein	protein coding gene	CNAG_05544	N/A	N/A	172	519	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	PF08592	N/A
CNAG_02865	NA	-1.554	7.095e-5	-1.77	2.099e-8	-1.081	0.007801	-4.405	CNAG_02865	249	Cryptococcus neoformans var. grubii H99	"CP003822.1:578,089..579,576(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_02865	N/A	N/A	241	726	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_01174	NA	-1.711	1.4969999999999998e-22	-1.589	4.277e-35	-1.086	9.109e-15	-4.386	CNAG_01174	250	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,003,305..1,008,234(+)"	hypothetical protein	protein coding gene	CNAG_01174	IPR010619;IPR024528	"Putative threonine/serine exporter;Threonine/Serine exporter, ThrE"	1102	3309	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	"Putative threonine/serine exporter;Threonine/Serine exporter, ThrE"	PF06738;PF12821	N/A
CNAG_04350	NA	-1.741	2.541e-15	-1.229	5.423e-13	-1.414	7.258e-16	-4.384	CNAG_04350	251	Cryptococcus neoformans var. grubii H99	"CP003828.1:641,619..644,346(+)"	"glycerophosphoryl diester phosphodiesterase, glycerophosphoryl diester phosphodiesterase, variant"	protein coding gene	CNAG_04350	IPR017946;IPR030395	"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily;Glycerophosphodiester phosphodiesterase domain"	349	1050	glycerophosphoryl diester phosphodiesterase	N/A	N/A	N/A	lipid metabolic process	phosphoric diester hydrolase activity	N/A	Glycerophosphodiester phosphodiesterase domain	PF03009	N/A
CNAG_00360	NA	-1.571	1.398e-13	-1.02	1.034e-13	-1.793	1.412e-24	-4.384	CNAG_00360	252	Cryptococcus neoformans var. grubii H99	"CP003820.1:913,805..916,166(-)"	"nuclear protein SNF4, nuclear protein SNF4, variant"	protein coding gene	CNAG_00360	IPR000644	CBS domain	438	1317	nuclear protein SNF4	N/A	N/A	N/A	N/A	N/A	N/A	CBS domain	PF00571	N/A
CNAG_06060	NA	-1.62	6.039e-17	-1.292	8.027999999999998e-41	-1.463	4.787e-32	-4.375	CNAG_06060	253	Cryptococcus neoformans var. grubii H99	"CP003831.1:197,541..202,349(-)"	hypothetical protein	protein coding gene	CNAG_06060	IPR003864;IPR027815;IPR032880	"Calcium-dependent channel, 7TM region, putative phosphate;10TM putative phosphate transporter, cytosolic domain;Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain"	1054	3165	hypothetical protein	N/A	N/A	N/A	ion transport	N/A	integral component of membrane;membrane	"Calcium-dependent channel, 7TM region, putative phosphate;Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain;10TM putative phosphate transporter, cytosolic domain"	PF02714;PF13967;PF14703	N/A
CNAG_06872	NA	-1.986	0.004572	-1.251	0.0102	-1.131	0.02882	-4.368	CNAG_06872	254	Cryptococcus neoformans var. grubii H99	"CP003824.1:16,856..19,548(+)"	5-oxoprolinase	protein coding gene	CNAG_06872	IPR002821;IPR008040	"Hydantoinase A/oxoprolinase;Hydantoinaseoxoprolinase, N-terminal"	758	2277	5-oxoprolinase	N/A	N/A	N/A	N/A	hydrolase activity	N/A	"Hydantoinase A/oxoprolinase;Hydantoinaseoxoprolinase, N-terminal"	PF01968;PF05378	N/A
CNAG_05147	NA	-1.51	6.686e-4	-1.285	6.945e-4	-1.552	2.307e-6	-4.347	CNAG_05147	255	Cryptococcus neoformans var. grubii H99	"CP003823.1:552,743..555,786(-)"	hypothetical protein	protein coding gene	CNAG_05147	N/A	N/A	702	2109	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06827	NA	-1.045	0.02606	-1.109	4.49e-4	-2.182	1.308e-12	-4.336	CNAG_06827	256	Cryptococcus neoformans var. grubii H99	"CP003824.1:143,677..146,028(+)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_06827	IPR022235	Protein of unknown function DUF3760	396	1191	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	Protein of unknown function DUF3760	PF12586	N/A
CNAG_06628	NA	-1.377	3.325e-14	-1.067	5.8649999999999995e-30	-1.879	2.608e-49	-4.323	CNAG_06628	257	Cryptococcus neoformans var. grubii H99	"CP003826.1:319,104..321,414(-)"	aldehyde dehydrogenase (NAD)	protein coding gene	CNAG_06628	IPR015590;IPR016160;IPR016161;IPR029510	"Aldehyde dehydrogenase domain;Aldehyde dehydrogenase, cysteine active site;Aldehyde/histidinol dehydrogenase;Aldehyde dehydrogenase, glutamic acid active site"	506	1521	aldehyde dehydrogenase (NAD)	N/A	N/A	N/A	obsolete oxidation-reduction process	"oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	N/A	Aldehyde dehydrogenase domain	PF00171	N/A
CNAG_02708	NA	-1.309	3.541e-8	-1.356	2.559e-27	-1.657	1.041e-35	-4.322	CNAG_02708	258	Cryptococcus neoformans var. grubii H99	"CP003822.1:947,433..949,594(-)"	prenylcysteine oxidase/farnesylcysteine lyase	protein coding gene	CNAG_02708	IPR010795;IPR017046;IPR036188	Prenylcysteine lyase;Prenylcysteine oxidase;FAD/NAD(P)-binding domain superfamily	556	1671	prenylcysteine oxidase/farnesylcysteine lyase	N/A	N/A	N/A	obsolete oxidation-reduction process;prenylcysteine catabolic process	"lyase activity;oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor;prenylcysteine oxidase activity"	N/A	Prenylcysteine lyase	PF07156;PF13450	N/A
CNAG_02733	NA	-1.084	2.899e-4	-1.298	3.519e-10	-1.924	1.526e-22	-4.306	CNAG_02733	259	Cryptococcus neoformans var. grubii H99	"CP003822.1:880,329..882,985(+)"	Monosaccharide transporter	protein coding gene	CNAG_02733	IPR003663;IPR005828;IPR005829;IPR036259	"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily"	595	1788	Monosaccharide transporter	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane;membrane	"Major facilitator,  sugar transporter-like"	PF00083	N/A
CNAG_06119	NA	-1.369	0.00124	-1.392	1.161e-9	-1.524	1.004e-11	-4.285	CNAG_06119	260	Cryptococcus neoformans var. grubii H99	"CP003831.1:362,838..365,291(-)"	spermine transporter	protein coding gene	CNAG_06119	IPR011701;IPR036259	Major facilitator superfamily;MFS transporter superfamily	547	1644	spermine transporter	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_03154	NA	-1.614	1.651e-13	-1.246	1.057e-12	-1.393	5.15e-17	-4.253	CNAG_03154	261	Cryptococcus neoformans var. grubii H99	"CP003827.1:199,935..201,570(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_03154	N/A	N/A	211	636	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_05253	NA	-1.2	2.09e-8	-1.434	4.469e-17	-1.594	3.1370000000000004e-20	-4.228	CNAG_05253	262	Cryptococcus neoformans var. grubii H99	"CP003823.1:850,670..853,383(+)"	hypothetical protein	protein coding gene	CNAG_05253	IPR001251;IPR036865	CRAL-TRIO lipid binding domain;CRAL-TRIO lipid binding domain superfamily	771	2316	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	CRAL-TRIO lipid binding domain	PF00650	N/A
CNAG_00275	NA	-1.189	2.176e-7	-1.442	1.123e-21	-1.591	7.553e-30	-4.222	CNAG_00275	263	Cryptococcus neoformans var. grubii H99	"CP003820.1:715,554..718,057(-)"	hypothetical protein	protein coding gene	CNAG_00275	IPR006115;IPR008927;IPR015815;IPR036291	"6-phosphogluconate dehydrogenase, NADP-binding;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;3-hydroxyisobutyrate dehydrogenase-related;NAD(P)-binding domain superfamily"	317	954	hypothetical protein	N/A	N/A	N/A	obsolete oxidation-reduction process	NADP binding;oxidoreductase activity	N/A	"6-phosphogluconate dehydrogenase, NADP-binding"	PF03446	N/A
CNAG_04818	NA	-1.26	9.95e-6	-1.694	9.026e-24	-1.247	4.118e-12	-4.201	CNAG_04818	264	Cryptococcus neoformans var. grubii H99	"CP003829.1:315,774..317,622(+)"	hypothetical protein	protein coding gene	CNAG_04818	IPR036259	MFS transporter superfamily	453	1362	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_02843	NA	-1.676	1.9829999999999997e-22	-1.043	2.059e-17	-1.447	2.259e-29	-4.166	CNAG_02843	265	Cryptococcus neoformans var. grubii H99	"CP003822.1:634,357..635,953(+)"	hypothetical protein	protein coding gene	CNAG_02843	IPR000504;IPR035979	RNA recognition motif domain;RNA-binding domain superfamily	288	867	hypothetical protein	N/A	N/A	N/A	N/A	RNA binding;nucleic acid binding	N/A	RNA recognition motif domain	PF00076	N/A
CNAG_00581	NA	-1.585	5.8159999999999985e-22	-1.088	6.193e-21	-1.491	3.358e-39	-4.164	CNAG_00581	266	Cryptococcus neoformans var. grubii H99	"CP003820.1:1,495,668..1,497,878(+)"	saccharopepsin	protein coding gene	CNAG_00581	IPR001461;IPR001969;IPR021109;IPR033121;IPR033819	"Aspartic peptidase A1 family;Aspartic peptidase, active site;Aspartic peptidase domain superfamily;Peptidase family A1 domain;Saccharopepsin"	438	1317	saccharopepsin	N/A	N/A	extracellular region	proteolysis	aspartic-type endopeptidase activity	fungal-type vacuole	Peptidase family A1 domain	PF00026	N/A
CNAG_03413	NA	-1.273	5.34e-14	-1.219	3.444e-16	-1.665	4.49e-34	-4.157	CNAG_03413	267	Cryptococcus neoformans var. grubii H99	"CP003827.1:890,350..892,823(+)"	alginate lyase	protein coding gene	CNAG_03413	N/A	N/A	396	1191	alginate lyase	N/A	N/A	N/A	N/A	lyase activity	N/A	N/A	N/A	N/A
CNAG_02023	NA	-1.068	0.008883	-1.22	1.918e-5	-1.862	4.195e-14	-4.15	CNAG_02023	268	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,408,056..1,410,028(-)"	"hypothetical protein, variant, hypothetical protein"	protein coding gene	CNAG_02023	N/A	N/A	261	786	"hypothetical protein, variant"	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_02969	NA	-1.199	6.487e-5	-1.079	5.935e-7	-1.859	1.618e-17	-4.137	CNAG_02969	269	Cryptococcus neoformans var. grubii H99	"CP003822.1:315,973..318,260(-)"	"thioesterase, variant, thioesterase"	protein coding gene	CNAG_02969	IPR029069	HotDog domain superfamily	359	1080	thioesterase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_02593	NA	-1.498	3.77e-9	-1.187	4.144e-11	-1.432	9.509e-16	-4.117	CNAG_02593	270	Cryptococcus neoformans var. grubii H99	"CP003822.1:1,276,851..1,279,979(-)"	hypothetical protein	protein coding gene	CNAG_02593	IPR007603	Choline transporter-like	757	2274	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	Choline transporter-like	PF04515	N/A
CNAG_02058	NA	-1.199	2.207e-4	-1.259	1.219e-8	-1.625	2.625e-13	-4.083	CNAG_02058	271	Cryptococcus neoformans var. grubii H99	"CP003825.1:1,312,666..1,315,226(+)"	hypothetical protein	protein coding gene	CNAG_02058	N/A	N/A	284	855	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_06777	NA	-1.48	2.259e-7	-1.046	9.018e-6	-1.547	1.281e-9	-4.073	CNAG_06777	272	Cryptococcus neoformans var. grubii H99	"CP003821.1:64,850..66,921(+)"	fructosyl amino acid oxidase	protein coding gene	CNAG_06777	IPR006076;IPR036188	FAD dependent oxidoreductase;FAD/NAD(P)-binding domain superfamily	477	1434	fructosyl amino acid oxidase	N/A	N/A	N/A	obsolete oxidation-reduction process	oxidoreductase activity	N/A	FAD dependent oxidoreductase	PF01266	N/A
CNAG_04616	NA	-1.373	0.01337	-1.259	0.01096	-1.438	0.002126	-4.07	CNAG_04616	273	Cryptococcus neoformans var. grubii H99	"CP003829.1:874,103..877,542(-)"	hypothetical protein	protein coding gene	CNAG_04616	IPR011701;IPR036259	Major facilitator superfamily;MFS transporter superfamily	546	1641	hypothetical protein	N/A	N/A	N/A	transmembrane transport	transmembrane transporter activity	integral component of membrane	Major facilitator superfamily	PF07690	N/A
CNAG_05686	NA	-1.704	7.134e-19	-1.025	5.769e-14	-1.336	2.185e-18	-4.065	CNAG_05686	274	Cryptococcus neoformans var. grubii H99	"CP003826.1:615,230..616,059(+)"	hypothetical protein	protein coding gene	CNAG_05686	N/A	N/A	106	321	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_08000	NA	-1.457	0.009435	-1.383	7.631e-5	-1.215	5.373e-4	-4.055	CNAG_08000	275	Cryptococcus neoformans var. grubii H99	"CP003829.1:744,850..753,166(+)"	hypothetical protein	protein coding gene	CNAG_08000	N/A	N/A	2625	7878	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_04476	NA	-1.591	9.66e-5	-1.448	1.067e-7	-1.011	1.801e-4	-4.05	CNAG_04476	276	Cryptococcus neoformans var. grubii H99	"CP003828.1:960,287..963,440(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_04476	N/A	N/A	985	2958	hypothetical protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNAG_03825	NA	-1.126	0.007962	-1.434	3.877e-9	-1.473	2.415e-9	-4.033	CNAG_03825	277	Cryptococcus neoformans var. grubii H99	"CP003821.1:937,922..940,060(-)"	"hypothetical protein, hypothetical protein, variant"	protein coding gene	CNAG_03825	N/A	N/A	230	693	hypothetical protein	N/A	N/A	N/A	N/A	N/A	integral component of membrane	N/A	N/A	N/A
CNAG_01090	NA	-1.594	7.544e-12	-1.16	2.608e-11	-1.263	2.958e-17	-4.017	CNAG_01090	278	Cryptococcus neoformans var. grubii H99	"CP003824.1:1,234,517..1,236,047(+)"	alpha/beta hydrolase fold protein	protein coding gene	CNAG_01090	IPR000073;IPR000639;IPR029058	Alpha/beta hydrolase fold-1;Epoxide hydrolase-like;Alpha/Beta hydrolase fold	311	936	alpha/beta hydrolase fold protein	N/A	N/A	N/A	N/A	catalytic activity;hydrolase activity	N/A	Alpha/beta hydrolase fold-1	PF00561	N/A
CNAG_04835	NA	-1.199	9.984e-4	-1.66	1.311e-12	-1.119	1.534e-5	-3.978	CNAG_04835	279	Cryptococcus neoformans var. grubii H99	"CP003829.1:280,799..282,174(-)"	dihydrodipicolinate synthase	protein coding gene	CNAG_04835	IPR002220	DapA-like	328	987	dihydrodipicolinate synthase	N/A	N/A	N/A	N/A	catalytic activity;lyase activity	N/A	DapA-like	PF00701	N/A
