Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_01112,253,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,181,430..1,183,184(+)",xenobiotic reductase,protein coding gene,CNAG_01112,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",383,1152,xenobiotic reductase,N/A,N/A,N/A,obsolete oxidation-reduction process,FMN binding;catalytic activity;oxidoreductase activity,N/A
CNAG_03495,254,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,106,109..1,107,415(+)",hypothetical protein,protein coding gene,CNAG_03495,IPR001202;IPR036020,WW domain;WW domain superfamily,314,945,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_06629,255,Cryptococcus neoformans var. grubii H99,"CP003826.1:322,289..323,345(-)",hypothetical protein,protein coding gene,CNAG_06629,N/A,N/A,166,501,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06540,256,Cryptococcus neoformans var. grubii H99,"CP003826.1:55,096..57,561(-)","dihydroxy-acid dehydratase, variant, Dihydroxy-acid dehydratase",protein coding gene,CNAG_06540,IPR000581;IPR020558;IPR037237,"Dihydroxy-acid/6-phosphogluconate dehydratase;Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site;IlvD/EDD, N-terminal domain",636,1911,"dihydroxy-acid dehydratase, variant",N/A,N/A,N/A,N/A,catalytic activity;lyase activity,N/A
CNAG_06074,257,Cryptococcus neoformans var. grubii H99,"CP003831.1:233,582..234,978(-)","cytoplasmic protein, cytoplasmic protein, variant",protein coding gene,CNAG_06074,IPR002347;IPR036291,Short-chain dehydrogenase/reductase SDR;NAD(P)-binding domain superfamily,263,792,cytoplasmic protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00531,258,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,354,652..1,358,644(-)","potassium/sodium efflux P-type ATPase, fungal- type",protein coding gene,CNAG_00531,IPR001757;IPR004014;IPR006068;IPR008250;IPR018303;IPR023298;IPR023299;IPR036412,"P-type ATPase;Cation-transporting P-type ATPase, N-terminal;Cation-transporting P-type ATPase, C-terminal;P-type ATPase, A domain superfamily;P-type ATPase, phosphorylation site;P-type ATPase, transmembrane domain superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily",1091,3276,"potassium/sodium efflux P-type ATPase, fungal- type",cellular response to dithiothreitol;cellular response to hydrogen peroxide;hyperosmotic response;response to alkaline pH;response to antibiotic;response to lithium ion;response to sodium dodecyl sulfate,N/A,N/A,N/A,ATP binding;nucleotide binding,integral component of membrane
CNAG_01588,259,Cryptococcus neoformans var. grubii H99,"CP003830.1:363,552..364,976(+)",plasma membrane proteolipid 3,protein coding gene,CNAG_01588,IPR000612,Proteolipid membrane potential modulator,57,174,plasma membrane proteolipid 3,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_06075,260,Cryptococcus neoformans var. grubii H99,"CP003831.1:235,194..236,317(-)",hypothetical protein,protein coding gene,CNAG_06075,IPR019783;IPR036786;IPR039100,"Ribosome maturation protein SBDS, N-terminal;Ribosome maturation protein SBDS, N-terminal domain superfamily;Ribosome maturation protein Sdo1/SBDS-like",135,408,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00546,261,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,396,739..1,402,411(+)",Chitin synthase,protein coding gene,CNAG_00546,IPR001199;IPR004835;IPR014876;IPR029044;IPR036400,"Cytochrome b5-like heme/steroid binding domain;Chitin synthase;DEK, C-terminal;Nucleotide-diphospho-sugar transferases;Cytochrome b5-like heme/steroid binding domain superfamily",1271,3816,Chitin synthase,cellular response to heat,N/A,N/A,N/A,chitin synthase activity;hexosyltransferase activity,integral component of membrane
CNAG_07308,262,Cryptococcus neoformans var. grubii H99,"CP003820.1:126,370..128,697(-)",hypothetical protein,protein coding gene,CNAG_07308,IPR025337,Questin oxidase-like,545,1638,hypothetical protein,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A
CNAG_02509,263,Cryptococcus neoformans var. grubii H99,"CP003825.1:133,556..135,507(+)",hypothetical protein,protein coding gene,CNAG_02509,N/A,N/A,377,1134,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04106,264,Cryptococcus neoformans var. grubii H99,"CP003828.1:19,875..21,823(-)",hypothetical protein,protein coding gene,CNAG_04106,N/A,N/A,353,1062,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03672,265,Cryptococcus neoformans var. grubii H99,"CP003821.1:497,469..498,584(-)",BET3 family protein,protein coding gene,CNAG_03672,IPR007194;IPR016696;IPR024096,"Transport protein particle (TRAPP) component;TRAPP I complex, subunit 5;NO signalling/Golgi transport ligand-binding domain superfamily",242,729,BET3 family protein,N/A,N/A,N/A,Golgi vesicle transport,N/A,Golgi apparatus;TRAPP complex;endoplasmic reticulum
CNAG_04704,266,Cryptococcus neoformans var. grubii H99,"CP003829.1:646,930..649,721(+)","MFS transporter, SHS family, lactate transporter",protein coding gene,CNAG_04704,IPR005828;IPR036259,"Major facilitator,  sugar transporter-like;MFS transporter superfamily",542,1629,"MFS transporter, SHS family, lactate transporter",N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_04861,267,Cryptococcus neoformans var. grubii H99,"CP003829.1:188,972..190,976(+)",transglycosylase SLT domain-containing protein,protein coding gene,CNAG_04861,IPR008258;IPR023346,Transglycosylase SLT domain 1;Lysozyme-like domain superfamily,399,1200,transglycosylase SLT domain-containing protein,cellular response to dithiothreitol;cellular response to hydrogen peroxide,N/A,N/A,N/A,N/A,N/A
CNAG_00654,268,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,705,106..1,706,138(+)",sulfiredoxin,protein coding gene,CNAG_00654,IPR003115;IPR016692;IPR036086,ParB/Sulfiredoxin;Sulfiredoxin;ParB/Sulfiredoxin superfamily,142,429,sulfiredoxin,response to fungicide;response to oxidative stress,N/A,N/A,obsolete oxidation-reduction process,ATP binding;sulfiredoxin activity,N/A
CNAG_01584,269,Cryptococcus neoformans var. grubii H99,"CP003830.1:357,020..358,891(-)",hydrolase,protein coding gene,CNAG_01584,IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,321,966,hydrolase,N/A,N/A,N/A,N/A,hydrolase activity,N/A
CNAG_00374,270,Cryptococcus neoformans var. grubii H99,"CP003820.1:951,013..953,218(+)",hypothetical protein,protein coding gene,CNAG_00374,IPR009686,Senescence/spartin-associated,583,1752,hypothetical protein,cellular response to dithiothreitol,N/A,N/A,N/A,N/A,N/A
CNAG_01047,271,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,352,477..1,353,823(+)",hypothetical protein,protein coding gene,CNAG_01047,N/A,N/A,125,378,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04920,272,Cryptococcus neoformans var. grubii H99,"CP003829.1:21,726..24,883(+)","galactose transporter, variant, galactose transporter",protein coding gene,CNAG_04920,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",550,1653,galactose transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_01994,273,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,481,897..1,485,765(-)",hypothetical protein,protein coding gene,CNAG_01994,N/A,N/A,1006,3021,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_01827,274,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,021,407..1,024,480(-)","hypothetical protein, variant 1, hypothetical protein, hypothetical protein, variant 3, hypothetical protein, variant 2",protein coding gene,CNAG_01827,IPR001313;IPR016024,Pumilio RNA-binding repeat;Armadillo-type fold,593,1782,hypothetical protein,N/A,N/A,N/A,intracellular protein transport,RNA binding,N/A
CNAG_02673,275,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,060,129..1,061,546(+)",NAD dependent epimerase/dehydratase,protein coding gene,CNAG_02673,IPR016040;IPR036291,NAD(P)-binding domain;NAD(P)-binding domain superfamily,364,1095,NAD dependent epimerase/dehydratase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02591,276,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,283,214..1,283,958(+)",hypothetical protein,protein coding gene,CNAG_02591,IPR021331,"Hypervirulence associated protein, TUDOR domain",75,228,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01745,277,Cryptococcus neoformans var. grubii H99,"CP003830.1:773,782..776,017(+)",glycerol-3-phosphate dehydrogenase (NAD()),protein coding gene,CNAG_01745,IPR006109;IPR006168;IPR008927;IPR011128;IPR017751;IPR036291,"Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal;Glycerol-3-phosphate dehydrogenase, NAD-dependent;6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal;Glycerol-3-phosphate dehydrogenase, NAD-dependent, eukaryotic;NAD(P)-binding domain superfamily",393,1182,glycerol-3-phosphate dehydrogenase (NAD()),N/A,N/A,N/A,carbohydrate metabolic process;glycerol-3-phosphate catabolic process;glycerol-3-phosphate metabolic process;obsolete oxidation-reduction process,"NAD binding;glycerol-3-phosphate dehydrogenase [NAD+] activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;protein homodimerization activity",glycerol-3-phosphate dehydrogenase complex
CNAG_00154,278,Cryptococcus neoformans var. grubii H99,"CP003820.1:422,141..424,298(-)",oxidoreductase,protein coding gene,CNAG_00154,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",459,1380,oxidoreductase,N/A,N/A,N/A,obsolete oxidation-reduction process,FMN binding;catalytic activity;oxidoreductase activity,N/A
CNAG_05356,279,Cryptococcus neoformans var. grubii H99,"CP003833.2:79,680..81,635(-)",hypothetical protein,protein coding gene,CNAG_05356,N/A,N/A,331,996,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01493,280,Cryptococcus neoformans var. grubii H99,"CP003830.1:102,688..103,768(-)","hypothetical protein, hypothetical protein, variant",protein coding gene,CNAG_01493,N/A,N/A,112,339,"hypothetical protein, variant",N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01102,281,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,204,400..1,205,860(-)",oxidoreductase,protein coding gene,CNAG_01102,IPR002347;IPR020904;IPR036291,"Short-chain dehydrogenase/reductase SDR;Short-chain dehydrogenase/reductase, conserved site;NAD(P)-binding domain superfamily",342,1029,oxidoreductase,N/A,N/A,N/A,N/A,oxidoreductase activity,N/A
CNAG_07444,282,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,321,787..1,323,925(-)",hypothetical protein,protein coding gene,CNAG_07444,N/A,N/A,474,1425,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00321,283,Cryptococcus neoformans var. grubii H99,"CP003820.1:821,246..826,135(+)",dRaptor,protein coding gene,CNAG_00321,IPR004083;IPR016024;IPR029347;IPR036322,"Regulatory associated protein of TOR;Armadillo-type fold;Raptor, N-terminal CASPase-like domain;WD40-repeat-containing domain superfamily",1434,4305,dRaptor,N/A,N/A,N/A,TOR signaling,protein binding,TORC1 complex
CNAG_06551,284,Cryptococcus neoformans var. grubii H99,"CP003826.1:91,600..94,833(-)",Carnitine O-acetyltransferase,protein coding gene,CNAG_06551,IPR000542;IPR039551,Acyltransferase ChoActase/COT/CPT;Choline/carnitine acyltransferase domain,778,2337,Carnitine O-acetyltransferase,N/A,N/A,N/A,N/A,acyltransferase activity,N/A
CNAG_05316,285,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,035,716..1,038,064(+)",inositol oxygenase,protein coding gene,CNAG_05316,IPR007828,Inositol oxygenase,311,936,inositol oxygenase,N/A,N/A,N/A,inositol catabolic process;obsolete oxidation-reduction process,inositol oxygenase activity;iron ion binding,cytoplasm
CNAG_01742,286,Cryptococcus neoformans var. grubii H99,"CP003830.1:767,111..769,149(-)",aquaporin-associated protein,protein coding gene,CNAG_01742,IPR000425;IPR023271;IPR034294,Major intrinsic protein;Aquaporin-like;Aquaporin transporter,371,1116,aquaporin-associated protein,N/A,N/A,N/A,transmembrane transport,channel activity,integral component of membrane;membrane
CNAG_00054,287,Cryptococcus neoformans var. grubii H99,"CP003820.1:156,009..157,280(-)",hypothetical protein,protein coding gene,CNAG_00054,IPR010686,Oil body-associated protein-like,235,708,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01743,288,Cryptococcus neoformans var. grubii H99,"CP003830.1:769,435..770,824(+)",hypothetical protein,protein coding gene,CNAG_01743,N/A,N/A,81,246,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02775,289,Cryptococcus neoformans var. grubii H99,"CP003822.1:792,791..794,067(-)",BCS-inducible membrane protein,protein coding gene,CNAG_02775,N/A,N/A,218,657,BCS-inducible membrane protein,cellular response to copper ion starvation;copper ion import,N/A,cell surface;extracellular region,N/A,metal ion binding;monooxygenase activity,anchored component of membrane;plasma membrane
CNAG_02049,290,Cryptococcus neoformans var. grubii H99,"CP003825.1:1,331,959..1,334,268(-)",Proline dehydrogenase,protein coding gene,CNAG_02049,IPR002872;IPR015659;IPR029041,Proline dehydrogenase domain;Proline oxidase family;FAD-linked oxidoreductase-like,616,1851,Proline dehydrogenase,N/A,N/A,N/A,proline catabolic process,proline dehydrogenase activity,N/A
CNAG_00419,291,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,099,041..1,100,808(-)",DNA polymerase beta subunit,protein coding gene,CNAG_00419,IPR002008;IPR002054;IPR018944;IPR022312;IPR028207;IPR043519,"DNA polymerase family X, beta-like;DNA-directed DNA polymerase X;DNA polymerase lambda, fingers domain;DNA polymerase family X;DNA polymerase beta, palm domain;Nucleotidyltransferase superfamily",343,1032,DNA polymerase beta subunit,N/A,N/A,N/A,DNA repair,DNA binding;DNA polymerase activity;DNA-directed DNA polymerase activity;metal ion binding,nucleus
CNAG_03142,292,Cryptococcus neoformans var. grubii H99,"CP003827.1:172,802..173,767(-)",hypothetical protein,protein coding gene,CNAG_03142,N/A,N/A,137,414,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05718,293,Cryptococcus neoformans var. grubii H99,"CP003826.1:686,973..689,501(+)",multidrug resistance protein fnx1,protein coding gene,CNAG_05718,IPR001411;IPR011701;IPR036259,Tetracycline resistance protein/drug resistance transporter;Major facilitator superfamily;MFS transporter superfamily,586,1761,multidrug resistance protein fnx1,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_06776,294,Cryptococcus neoformans var. grubii H99,"CP003821.1:67,328..69,966(+)","membrane protein, membrane protein, variant",protein coding gene,CNAG_06776,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,495,1488,membrane protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_01294,295,Cryptococcus neoformans var. grubii H99,"CP003824.1:663,775..667,019(+)","inositol-pentakisphosphate 2-kinase, variant, inositol-pentakisphosphate 2-kinase",protein coding gene,CNAG_01294,IPR009286,Inositol-pentakisphosphate 2-kinase,415,1248,inositol-pentakisphosphate 2-kinase,carbon utilization;cellular response to antibiotic;cellular response to cadmium ion;cellular response to caffeine;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to me,"inositol pentakisphosphate 2-kinase activity;oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",N/A,N/A,ATP binding;inositol pentakisphosphate 2-kinase activity,N/A
CNAG_02990,296,Cryptococcus neoformans var. grubii H99,"CP003822.1:265,058..265,972(+)",nuclear protein,protein coding gene,CNAG_02990,IPR000058;IPR035896,"Zinc finger, AN1-type;AN1-like Zinc finger",101,306,nuclear protein,N/A,N/A,N/A,N/A,zinc ion binding,N/A
CNAG_05411,297,Cryptococcus neoformans var. grubii H99,"CP003833.2:238,740..241,009(-)",Endoglucanase,protein coding gene,CNAG_05411,IPR001701;IPR008928;IPR033126,"Glycoside hydrolase family 9;Six-hairpin glycosidase superfamily;Glycosyl hydrolases family 9, Asp/Glu active sites",590,1773,Endoglucanase,N/A,N/A,N/A,carbohydrate metabolic process;cellulose catabolic process,"catalytic activity;cellulase activity;hydrolase activity, hydrolyzing O-glycosyl compounds",integral component of membrane
CNAG_02592,298,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,280,307..1,281,848(+)",thioredoxin reductase GliT,protein coding gene,CNAG_02592,IPR023753;IPR036188,FAD/NAD(P)-binding domain;FAD/NAD(P)-binding domain superfamily,354,1065,thioredoxin reductase GliT,N/A,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_03068,299,Cryptococcus neoformans var. grubii H99,"CP003822.1:66,803..68,014(+)",hypothetical protein,protein coding gene,CNAG_03068,IPR025714;IPR029063,Methyltransferase domain;S-adenosyl-L-methionine-dependent methyltransferase,289,870,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05818,300,Cryptococcus neoformans var. grubii H99,"CP003826.1:951,981..958,757(-)",Chitin synthase,protein coding gene,CNAG_05818,IPR001199;IPR001609;IPR004835;IPR014876;IPR027417;IPR029044;IPR036037;IPR036400,"Cytochrome b5-like heme/steroid binding domain;Myosin head, motor domain;Chitin synthase;DEK, C-terminal;P-loop containing nucleoside triphosphate hydrolase;Nucleotide-diphospho-sugar transferases;Class XVII myosin, motor domain;Cytochrome b5-like heme/steroid binding domain superfamily",1931,5796,Chitin synthase,cellular response to heat,N/A,N/A,N/A,ATP binding;actin binding;chitin synthase activity;cytoskeletal motor activity;hexosyltransferase activity,integral component of membrane;myosin complex
CNAG_03807,301,Cryptococcus neoformans var. grubii H99,"CP003821.1:897,507..899,303(-)","E3 ubiquitin-protein ligase CCNP1IP1, E3 ubiquitin-protein ligase CCNP1IP1, variant",protein coding gene,CNAG_03807,IPR001841;IPR017907;IPR042448,"Zinc finger, RING-type;Zinc finger, RING-type, conserved site;E3 ubiquitin-protein ligase CCNB1IP1",288,867,"E3 ubiquitin-protein ligase CCNP1IP1, variant",N/A,N/A,N/A,reciprocal meiotic recombination,ligase activity;ubiquitin protein ligase activity,synaptonemal complex
