Gene ID,Input Order,Organism,Genomic Location (Gene),Product Description,Gene Type,Input ID,Interpro ID,Interpro Description,Protein Length,CDS Length,Transcript Product Description,Curated GO Processes,Curated GO Functions,Curated GO Components,Computed GO Processes,Computed GO Functions,Computed GO Components
CNAG_05264,231,Cryptococcus neoformans var. grubii H99,"CP003823.1:880,187..883,064(+)","alpha-amylase AmyA, alpha-amylase AmyA, variant",protein coding gene,CNAG_05264,IPR006047;IPR015340;IPR017853,"Glycosyl hydrolase, family 13, catalytic domain;Alpha-amylase, domain of unknown function DUF1966, C-terminal;Glycoside hydrolase superfamily",474,1425,alpha-amylase AmyA,N/A,N/A,N/A,carbohydrate catabolic process;carbohydrate metabolic process,alpha-amylase activity;alpha-amylase activity (releasing maltohexaose);calcium ion binding;catalytic activity,N/A
CNAG_01862,232,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,115,829..1,118,936(-)",hexose transporter,protein coding gene,CNAG_01862,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",519,1560,hexose transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_05334,233,Cryptococcus neoformans var. grubii H99,"CP003833.2:6,509..8,757(+)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_05334,N/A,N/A,251,756,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04756,234,Cryptococcus neoformans var. grubii H99,"CP003829.1:481,786..484,386(-)",hypothetical protein,protein coding gene,CNAG_04756,IPR009027;IPR011320,"Ribosomal protein L9/RNase H1, N-terminal;Ribonuclease H1, N-terminal",556,1671,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03808,235,Cryptococcus neoformans var. grubii H99,"CP003821.1:899,641..902,086(-)",aromatic amino acid aminotransferase I,protein coding gene,CNAG_03808,IPR004839;IPR015424,"Aminotransferase, class I/classII;Pyridoxal phosphate-dependent transferase",571,1716,aromatic amino acid aminotransferase I,N/A,N/A,N/A,biosynthetic process,pyridoxal phosphate binding;transaminase activity,N/A
CNAG_01257,236,Cryptococcus neoformans var. grubii H99,"CP003824.1:784,358..785,899(-)",aldo-keto reductase,protein coding gene,CNAG_01257,IPR018170;IPR020471;IPR023210;IPR036812,"Aldo/keto reductase, conserved site;Aldo/keto reductase;NADP-dependent oxidoreductase domain;NADP-dependent oxidoreductase domain superfamily",321,966,aldo-keto reductase,cellular response to dithiothreitol,N/A,N/A,obsolete oxidation-reduction process,oxidoreductase activity,N/A
CNAG_03011,237,Cryptococcus neoformans var. grubii H99,"CP003822.1:218,759..220,465(+)",glycerate-and formate-dehydrogenase,protein coding gene,CNAG_03011,IPR006139;IPR006140;IPR029753;IPR036291,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site;NAD(P)-binding domain superfamily",344,1035,glycerate-and formate-dehydrogenase,N/A,N/A,N/A,obsolete oxidation-reduction process,"NAD binding;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",N/A
CNAG_06311,238,Cryptococcus neoformans var. grubii H99,"CP003832.1:156,521..160,528(-)","cytoplasmic protein, cytoplasmic protein, variant",protein coding gene,CNAG_06311,IPR032816,SNARE associated Golgi protein,652,1959,"cytoplasmic protein, variant",cellular response to heat,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_01358,239,Cryptococcus neoformans var. grubii H99,"CP003824.1:507,376..508,548(-)",hypothetical protein,protein coding gene,CNAG_01358,N/A,N/A,297,894,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04947,240,Cryptococcus neoformans var. grubii H99,"CP003823.1:52,519..55,256(+)","high-affinity nicotinic acid transporter, high-affinity nicotinic acid transporter, variant 2, high-affinity nicotinic acid transporter, variant 1",protein coding gene,CNAG_04947,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,355,1068,high-affinity nicotinic acid transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_06662,241,Cryptococcus neoformans var. grubii H99,"CP003826.1:413,455..414,876(+)",hypothetical protein,protein coding gene,CNAG_06662,N/A,N/A,428,1287,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04561,242,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,029,678..1,033,775(-)",monooxygenase,protein coding gene,CNAG_04561,IPR023753;IPR036188,FAD/NAD(P)-binding domain;FAD/NAD(P)-binding domain superfamily,644,1935,monooxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,monooxygenase activity;oxidoreductase activity,N/A
CNAG_06000,243,Cryptococcus neoformans var. grubii H99,"CP003831.1:46,513..49,031(+)",glycoprotein,protein coding gene,CNAG_06000,N/A,N/A,489,1470,glycoprotein,cellular response to dithiothreitol,N/A,extracellular region,N/A,N/A,integral component of membrane
CNAG_01821,244,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,003,386..1,004,845(+)",hypothetical protein,protein coding gene,CNAG_01821,IPR025187,Protein of unknown function DUF4112,226,681,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00054,245,Cryptococcus neoformans var. grubii H99,"CP003820.1:156,009..157,280(-)",hypothetical protein,protein coding gene,CNAG_00054,IPR010686,Oil body-associated protein-like,235,708,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00798,246,Cryptococcus neoformans var. grubii H99,"CP003820.1:2,111,308..2,114,049(-)",hypothetical protein,protein coding gene,CNAG_00798,IPR022057,Chitin synthase export chaperone,336,1011,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04818,247,Cryptococcus neoformans var. grubii H99,"CP003829.1:315,774..317,622(+)",hypothetical protein,protein coding gene,CNAG_04818,IPR036259,MFS transporter superfamily,453,1362,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04217,248,Cryptococcus neoformans var. grubii H99,"CP003828.1:319,581..322,758(+)",phosphoenolpyruvate carboxykinase (ATP),protein coding gene,CNAG_04217,IPR001272;IPR008210;IPR015994,"Phosphoenolpyruvate carboxykinase, ATP-utilising;Phosphoenolpyruvate carboxykinase, N-terminal;Phosphoenolpyruvate carboxykinase (ATP), conserved site",551,1656,phosphoenolpyruvate carboxykinase (ATP),N/A,N/A,N/A,gluconeogenesis,ATP binding;kinase activity;phosphoenolpyruvate carboxykinase (ATP) activity;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding,N/A
CNAG_04457,249,Cryptococcus neoformans var. grubii H99,"CP003828.1:912,988..915,929(+)",hypothetical protein,protein coding gene,CNAG_04457,IPR001138;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Zn(2)-C6 fungal-type DNA-binding domain superfamily,418,1257,hypothetical protein,negative regulation of capsule organization;response to diamide;response to heat;response to sodium dodecyl sulfate,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_05871,250,Cryptococcus neoformans var. grubii H99,"CP003826.1:1,086,940..1,088,011(-)",hypothetical protein,protein coding gene,CNAG_05871,N/A,N/A,174,525,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_03566,251,Cryptococcus neoformans var. grubii H99,"CP003827.1:1,294,700..1,296,342(+)",hypothetical protein,protein coding gene,CNAG_03566,IPR039965,Uncharacterized protein C3H7.08c,134,405,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_05833,252,Cryptococcus neoformans var. grubii H99,"CP003826.1:990,920..993,341(-)",allantoate transporter,protein coding gene,CNAG_05833,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,548,1647,allantoate transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_01714,253,Cryptococcus neoformans var. grubii H99,"CP003830.1:687,256..689,081(-)",sulfonate dioxygenase,protein coding gene,CNAG_01714,IPR003819,TauD/TfdA-like domain,388,1167,sulfonate dioxygenase,N/A,N/A,N/A,obsolete oxidation-reduction process,dioxygenase activity;oxidoreductase activity,N/A
CNAG_03090,254,Cryptococcus neoformans var. grubii H99,"CP003827.1:24,472..26,968(-)",hypothetical protein,protein coding gene,CNAG_03090,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,537,1614,hypothetical protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_03740,255,Cryptococcus neoformans var. grubii H99,"CP003821.1:670,095..671,624(-)",hypothetical protein,protein coding gene,CNAG_03740,N/A,N/A,335,1008,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_01942,256,Cryptococcus neoformans var. grubii H99,"CP003830.1:1,330,185..1,331,025(-)",hypothetical protein,protein coding gene,CNAG_01942,N/A,N/A,83,252,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02254,257,Cryptococcus neoformans var. grubii H99,"CP003825.1:777,584..780,648(+)",quinate permease,protein coding gene,CNAG_02254,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",545,1638,quinate permease,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_00663,258,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,720,443..1,722,667(+)",hypothetical protein,protein coding gene,CNAG_00663,IPR006616;IPR024518;IPR036573,DM9 repeat;Domain of unknown function DUF3421;Carbohydrate-binding module superfamily 5/12,380,1143,hypothetical protein,cellular response to heat,N/A,N/A,carbohydrate metabolic process,"carbohydrate binding;hydrolase activity, hydrolyzing O-glycosyl compounds",extracellular region
CNAG_04461,259,Cryptococcus neoformans var. grubii H99,"CP003828.1:923,265..929,493(+)",ATP-dependent DNA helicase HFM1/MER3,protein coding gene,CNAG_04461,IPR001650;IPR004179;IPR011545;IPR014001;IPR027417;IPR036390,"Helicase, C-terminal;Sec63 domain;DEAD/DEAH box helicase domain;Helicase superfamily 1/2, ATP-binding domain;P-loop containing nucleoside triphosphate hydrolase;Winged helix DNA-binding domain superfamily",1510,4533,ATP-dependent DNA helicase HFM1/MER3,N/A,N/A,N/A,N/A,ATP binding;helicase activity;nucleic acid binding,N/A
CNAG_06237,260,Cryptococcus neoformans var. grubii H99,"CP003831.1:702,803..704,323(+)",YeeE/YedE family protein,protein coding gene,CNAG_06237,IPR007272,Sulphur transport domain,348,1047,YeeE/YedE family protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane;plasma membrane
CNAG_06448,261,Cryptococcus neoformans var. grubii H99,"CP003832.1:509,683..511,761(-)",Cystathionine gamma-lyase,protein coding gene,CNAG_06448,IPR000277;IPR015424,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme;Pyridoxal phosphate-dependent transferase",466,1401,Cystathionine gamma-lyase,N/A,N/A,N/A,transsulfuration,catalytic activity;lyase activity;pyridoxal phosphate binding,N/A
CNAG_01759,262,Cryptococcus neoformans var. grubii H99,"CP003830.1:809,404..811,545(+)",vacuolar membrane protein,protein coding gene,CNAG_01759,IPR003663;IPR005828;IPR005829;IPR036259,"Sugar/inositol transporter;Major facilitator,  sugar transporter-like;Sugar transporter, conserved site;MFS transporter superfamily",446,1341,vacuolar membrane protein,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane;membrane
CNAG_00398,263,Cryptococcus neoformans var. grubii H99,"CP003820.1:1,045,070..1,046,605(-)",hypothetical protein,protein coding gene,CNAG_00398,IPR001452;IPR036028,SH3 domain;SH3-like domain superfamily,276,831,hypothetical protein,N/A,N/A,N/A,N/A,protein binding,N/A
CNAG_04835,264,Cryptococcus neoformans var. grubii H99,"CP003829.1:280,799..282,174(-)",dihydrodipicolinate synthase,protein coding gene,CNAG_04835,IPR002220,DapA-like,328,987,dihydrodipicolinate synthase,N/A,N/A,N/A,N/A,catalytic activity;lyase activity,N/A
CNAG_02900,265,Cryptococcus neoformans var. grubii H99,"CP003822.1:495,612..497,765(+)",hypothetical protein,protein coding gene,CNAG_02900,IPR000073;IPR029058,Alpha/beta hydrolase fold-1;Alpha/Beta hydrolase fold,384,1155,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00915,266,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,639,150..1,641,899(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_00915,N/A,N/A,376,1131,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_04027,267,Cryptococcus neoformans var. grubii H99,"CP003821.1:1,437,443..1,438,814(-)",hypothetical protein,protein coding gene,CNAG_04027,N/A,N/A,286,861,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_00964,268,Cryptococcus neoformans var. grubii H99,"CP003824.1:1,550,088..1,552,010(-)",hypothetical protein,protein coding gene,CNAG_00964,N/A,N/A,447,1344,hypothetical protein,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04594,269,Cryptococcus neoformans var. grubii H99,"CP003829.1:936,830..939,691(-)",hypothetical protein,protein coding gene,CNAG_04594,IPR001138;IPR021858;IPR036864,Zn(2)-C6 fungal-type DNA-binding domain;Fungal transcription factor;Zn(2)-C6 fungal-type DNA-binding domain superfamily,797,2394,hypothetical protein,response to hydrogen peroxide;response to tert-butyl hydroperoxide,N/A,N/A,"regulation of transcription, DNA-templated","DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus
CNAG_07775,270,Cryptococcus neoformans var. grubii H99,"CP003828.1:995,304..996,732(-)",hypothetical protein,protein coding gene,CNAG_07775,IPR013897,Protein of unknown function DUF1769,332,999,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05192,271,Cryptococcus neoformans var. grubii H99,"CP003823.1:683,091..684,085(+)",hypothetical protein,protein coding gene,CNAG_05192,N/A,N/A,120,363,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_07868,272,Cryptococcus neoformans var. grubii H99,"CP003829.1:1,052,672..1,054,220(+)",hypothetical protein,protein coding gene,CNAG_07868,N/A,N/A,240,723,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06066,273,Cryptococcus neoformans var. grubii H99,"CP003831.1:212,210..213,414(-)",nucleoside-diphosphate-sugar epimerase,protein coding gene,CNAG_06066,IPR008030;IPR036291,NmrA-like domain;NAD(P)-binding domain superfamily,276,831,nucleoside-diphosphate-sugar epimerase,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_06030,274,Cryptococcus neoformans var. grubii H99,"CP003831.1:118,583..120,710(-)",hypothetical protein,protein coding gene,CNAG_06030,N/A,N/A,547,1644,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05547,275,Cryptococcus neoformans var. grubii H99,"CP003833.2:610,648..612,414(-)",hypothetical protein,protein coding gene,CNAG_05547,N/A,N/A,507,1524,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05994,276,Cryptococcus neoformans var. grubii H99,"CP003831.1:31,240..34,315(+)",multidrug transporter,protein coding gene,CNAG_05994,IPR011701;IPR036259,Major facilitator superfamily;MFS transporter superfamily,561,1686,multidrug transporter,N/A,N/A,N/A,transmembrane transport,transmembrane transporter activity,integral component of membrane
CNAG_03181,277,Cryptococcus neoformans var. grubii H99,"CP003827.1:273,022..275,462(-)","hypothetical protein, variant, hypothetical protein",protein coding gene,CNAG_03181,N/A,N/A,500,1503,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_02681,278,Cryptococcus neoformans var. grubii H99,"CP003822.1:1,035,566..1,038,054(-)",Phytase,protein coding gene,CNAG_02681,IPR000560;IPR029033;IPR033379,"Histidine phosphatase superfamily, clade-2;Histidine phosphatase superfamily;Histidine acid phosphatase active site",543,1632,Phytase,N/A,N/A,N/A,N/A,N/A,integral component of membrane
CNAG_04325,279,Cryptococcus neoformans var. grubii H99,"CP003828.1:571,062..572,732(+)",extradiol ring-cleavage dioxygenase,protein coding gene,CNAG_04325,IPR004183;IPR014436,"Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B;Extradiol aromatic ring-opening dioxygenase, DODA-type",331,996,extradiol ring-cleavage dioxygenase,N/A,N/A,N/A,cellular aromatic compound metabolic process;obsolete oxidation-reduction process,"dioxygenase activity;ferrous iron binding;oxidoreductase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen;zinc ion binding",N/A
CNAG_05316,280,Cryptococcus neoformans var. grubii H99,"CP003823.1:1,035,716..1,038,064(+)",inositol oxygenase,protein coding gene,CNAG_05316,IPR007828,Inositol oxygenase,311,936,inositol oxygenase,N/A,N/A,N/A,inositol catabolic process;obsolete oxidation-reduction process,inositol oxygenase activity;iron ion binding,cytoplasm
CNAG_06322,281,Cryptococcus neoformans var. grubii H99,"CP003832.1:185,449..188,091(+)",putative histone acetyltransferase,protein coding gene,CNAG_06322,IPR002717;IPR016181;IPR016197;IPR025995;IPR040706,"Histone acetyltransferase domain, MYST-type;Acyl-CoA N-acyltransferase;Chromo-like domain superfamily;RNA binding activity-knot of a chromodomain;MYST, zinc finger domain",587,1764,putative histone acetyltransferase,N/A,N/A,N/A,"histone acetylation;regulation of transcription, DNA-templated",histone acetyltransferase activity,nucleus
CNAG_07947,282,Cryptococcus neoformans var. grubii H99,"CP003820.1:212,491..213,133(-)",hypothetical protein,protein coding gene,CNAG_07947,N/A,N/A,99,300,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_03083,283,Cryptococcus neoformans var. grubii H99,"CP003822.1:35,817..36,615(+)",cupin domain-containing protein,protein coding gene,CNAG_03083,IPR006045;IPR011051;IPR013096;IPR014500,"Cupin 1;RmlC-like cupin domain superfamily;Cupin 2, conserved barrel;Uncharacterised conserved protein UCP019307, cupin-type",188,567,cupin domain-containing protein,N/A,N/A,N/A,N/A,nutrient reservoir activity,N/A
CNAG_05410,284,Cryptococcus neoformans var. grubii H99,"CP003833.2:236,102..238,227(-)",hypothetical protein,protein coding gene,CNAG_05410,IPR018618,Vacuolar import/degradation protein Vid24,490,1473,hypothetical protein,N/A,N/A,N/A,N/A,N/A,N/A
CNAG_05479,285,Cryptococcus neoformans var. grubii H99,"CP003833.2:420,041..424,511(+)","Fungal specific transcription factor, putative",protein coding gene,CNAG_05479,IPR001138;IPR007219;IPR036864,"Zn(2)-C6 fungal-type DNA-binding domain;Transcription factor domain, fungi;Zn(2)-C6 fungal-type DNA-binding domain superfamily",953,2862,"Fungal specific transcription factor, putative",filamentous growth,N/A,N/A,"regulation of transcription, DNA-templated;transcription, DNA-templated","DNA binding;DNA-binding transcription factor activity, RNA polymerase II-specific;zinc ion binding",host cell nucleus;nucleus
